ID_ARCHETYPE,NUMERO_PERIODE,DISPOSITIF_MUR_OPTION1,DISPOSITIF_MUR_OPTION2,DISPOSITIF_MUR_OPTION3,DISPOSITIF_TOIT_OPTION1,DISPOSITIF_TOIT_OPTION2,TERRITOIRE,COUVERTURE_ROUTE,VENTILATION,COMPACITE,POURCENTAGE_VITRAGE,PROTECTIONS_SOLAIRES,TYPE_VITRAGE,USAGE,NOM_TYPOLOGIE,PHOTO,source photo,PERMEABILITE,PLANCHER
SAN_I_P3_TBR,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TN_TU,ND,FRANCE_TUILE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P3_TF,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TN_TU,ND,FRANCE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P4_TAR,P4,IMM_M_P4_TN_BB,ND,ND,HAB_T_P4_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P4_TBR,P4,IMM_M_P4_TN_BB,ND,ND,HAB_T_P4_TN_TU,ND,FRANCE_TUILE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P4_TF,P4,IMM_M_P4_TN_BB,ND,ND,HAB_T_P4_TN_TU,ND,FRANCE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT DE SANTE,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P5_TAR,P5,IMM_M_P5_TN_BB,ND,ND,HAB_T_P5_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,MOYEN,25,STORE INTERIEUR,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P5_TBR,P5,IMM_M_P5_TN_BB,ND,ND,HAB_T_P5_TN_TU,ND,FRANCE_TUILE,ASPHALT,OUI,MOYEN,25,CASQUETTE,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P5_TF,P5,IMM_M_P5_TN_BB,ND,ND,HAB_T_P5_TN_TU,ND,FRANCE,ASPHALT,OUI,MOYEN,25,CASQUETTE,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P6_TAR,P6,IMM_M_P6_TN_BB,ND,ND,HAB_T_P6_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,MOYEN,25,CASQUETTE,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,4,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P6_TBR,P6,IMM_M_P6_TN_BB,ND,ND,HAB_T_P6_TN_TU,ND,FRANCE_TUILE,ASPHALT,OUI,MOYEN,30,CASQUETTE,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,4,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P6_TF,P6,IMM_M_P6_TN_BB,ND,ND,HAB_T_P6_TN_TU,ND,FRANCE,ASPHALT,OUI,MOYEN,30,CASQUETTE,DOUBLE VITRAGE,BATIMENT DE SANTE,I,,,4,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P7_TAR,P7,IMM_M_P7_TN_TER_BE,ND,ND,HAB_T_P7_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,MOYEN,40,CASQUETTE,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT DE SANTE,I,,,3,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P7_TBR,P7,IMM_M_P7_TN_REL_VB,ND,ND,HAB_T_P7_TBR_TC,ND,FRANCE_TUILE,ASPHALT,OUI,MOYEN,40,CASQUETTE,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT DE SANTE,I,,,3,DALLE BETON SOUS SOL20DALLE BETON15
SAN_I_P7_TF,P7,IMM_M_P7_TN_REL_VB,ND,ND,HAB_T_P7_TBR_TC,ND,FRANCE,ASPHALT,OUI,MOYEN,40,CASQUETTE,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT DE SANTE,I,,,3,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P1_TF,P1,IMM_M_P1_TPI,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE,ASPHALT,NON,TRES FAIBLE,20,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P2_TAR,P2,IMM_M_P2_TN_SCO_PRE,ND,ND,HAB_T_P2_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P2_TBR,P2,IMM_M_P2_TN_SCO_PRE,ND,ND,HAB_T_P2_TBR_TC,ND,FRANCE_TUILE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P2_TF,P2,IMM_M_P2_TN_SCO_PRE,ND,ND,HAB_T_P2_TBR_TC,ND,FRANCE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,8,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P3_TAR,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P3_TBR,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TN_TU,ND,FRANCE_TUILE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P3_TF,P3,IMM_M_P3_TN_SCO_PRE,ND,ND,HAB_T_P3_TN_TU,ND,FRANCE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P4_TAR,P4,IMM_M_P4_TN_SCO_PRE,ND,ND,HAB_T_P4_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P4_TBR,P4,IMM_M_P4_TN_SCO_PRE,ND,ND,HAB_T_P4_TN_TU,ND,FRANCE_TUILE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P4_TF,P4,IMM_M_P4_TN_SCO_PRE,ND,ND,HAB_T_P4_TN_TU,ND,FRANCE,ASPHALT,NON,TRES FAIBLE,20,STORE INTERIEUR,SIMPLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P5_TAR,P5,IMM_M_P5_TN_SCO_PRE,ND,ND,HAB_T_P5_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,TRES FAIBLE,20,CASQUETTE,DOUBLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P5_TBR,P5,IMM_M_P5_TN_SCO_PRE,ND,ND,HAB_T_P5_TN_TU,ND,FRANCE_TUILE,ASPHALT,OUI,TRES FAIBLE,20,CASQUETTE,DOUBLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P5_TF,P5,IMM_M_P5_TN_SCO_PRE,ND,ND,HAB_T_P5_TN_TU,ND,FRANCE,ASPHALT,OUI,TRES FAIBLE,20,CASQUETTE,DOUBLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P6_TAR,P6,IMM_M_P6_TN_BB,ND,ND,HAB_T_P6_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,TRES FAIBLE,25,CASQUETTE,DOUBLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,4,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P6_TBR,P6,IMM_M_P6_TN_BB,ND,ND,HAB_T_P6_TN_TU,ND,FRANCE_TUILE,ASPHALT,OUI,TRES FAIBLE,25,CASQUETTE,DOUBLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,4,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P6_TF,P6,IMM_M_P6_TN_BB,ND,ND,HAB_T_P6_TN_TU,ND,FRANCE,ASPHALT,OUI,TRES FAIBLE,25,CASQUETTE,DOUBLE VITRAGE,BATIMENT D ENSEIGNEMENT,I,,,4,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P7_TAR,P7,IMM_M_P7_TN_TER_BE,ND,ND,HAB_T_P7_TPI_AR,ND,FRANCE_ARDOISE,ASPHALT,OUI,TRES FAIBLE,35,CASQUETTE,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT D ENSEIGNEMENT,I,,,3,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P7_TBR,P7,IMM_M_P7_TN_TER_BE,IMM_M_P7_TN_TER_MR,ND,HAB_T_P7_TBR_TC,ND,FRANCE_TUILE,ASPHALT,OUI,TRES FAIBLE,35,CASQUETTE,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT D ENSEIGNEMENT,I,,,3,DALLE BETON SOUS SOL20DALLE BETON15
SCO_I_P7_TF,P7,IMM_M_P7_TN_TER_BE,IMM_M_P7_TN_TER_MR,ND,HAB_T_P7_TBR_TC,ND,FRANCE,ASPHALT,OUI,TRES FAIBLE,35,CASQUETTE,DOUBLE VITRAGE A ISOLATION RENFORCEE,BATIMENT D ENSEIGNEMENT,I,,,3,DALLE BETON SOUS SOL20DALLE BETON15
SER_BA_P1_TF,P1,SER_M_P1_TN,ND,ND,SER_T_P1_TN,ND,FRANCE,ASPHALT,NON,TRES FORT,90,VENTILATION NATURELLE,SIMPLE VITRAGE,SERRE AGRICOLE,BA,,,9,TERRE BATTUE1NON0
SER_BA_P2_TF,P2,SER_M_P2_TN,ND,ND,SER_T_P2_TN,ND,FRANCE,ASPHALT,NON,TRES FORT,90,VENTILATION NATURELLE,SIMPLE VITRAGE,SERRE AGRICOLE,BA,,,8,TERRE BATTUE1NON0
SER_BA_P3_TF,P3,SER_M_P3_TN,ND,ND,SER_T_P3_TN,ND,FRANCE,ASPHALT,NON,TRES FORT,90,VENTILATION NATURELLE,SIMPLE VITRAGE,SERRE AGRICOLE,BA,,,7,TERRE BATTUE1NON0
SER_BA_P4_TF,P4,SER_M_P4_TN,ND,ND,SER_T_P4_TN,ND,FRANCE,ASPHALT,NON,TRES FORT,90,VENTILATION NATURELLE,SIMPLE VITRAGE,SERRE AGRICOLE,BA,,,6,TERRE BATTUE1NON0
SER_BA_P5_TF,P5,SER_M_P5_TN,ND,ND,SER_T_P5_TN,ND,FRANCE,ASPHALT,NON,TRES FORT,95,VENTILATION NATURELLE,DOUBLE VITRAGE,SERRE AGRICOLE,BA,,,5,TERRE BATTUE1NON0
SER_BA_P6_TF,P6,SER_M_P6_TN,ND,ND,SER_T_P6_TN,ND,FRANCE,ASPHALT,NON,TRES FORT,95,VENTILATION NATURELLE,DOUBLE VITRAGE,SERRE AGRICOLE,BA,,,4,TERRE BATTUE1NON0
SER_BA_P7_TF,P7,SER_M_P7_TN,ND,ND,SER_T_P7_TN,ND,FRANCE,ASPHALT,NON,TRES FORT,95,VENTILATION NATURELLE,DOUBLE VITRAGE,SERRE AGRICOLE,BA,,,3,DALLE BETON SOUS SOL20NON0
SPO_BA_P2_TF,P2,BA_M_P2_TN_IND_TOL,ND,ND,TER_T_P2_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,20,NON,SIMPLE VITRAGE,BATIMENT SPORTIF,BA,,,8,DALLE BETON SOUS SOL20NON0
SPO_BA_P3_TF,P3,BA_M_P3_TN_IND_TOL,ND,ND,TER_T_P3_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,20,NON,SIMPLE VITRAGE,BATIMENT SPORTIF,BA,,,7,DALLE BETON SOUS SOL20NON0
SPO_BA_P4_TF,P4,BA_M_P4_TN_PS,ND,ND,TER_T_P4_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,20,NON,SIMPLE VITRAGE,BATIMENT SPORTIF,BA,,,6,DALLE BETON SOUS SOL20NON0
SPO_BA_P5_TF,P5,BA_M_P5_TN_PS,ND,ND,TER_T_P5_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,30,NON,DOUBLE VITRAGE,BATIMENT SPORTIF,BA,,,5,DALLE BETON SOUS SOL20NON0
SPO_BA_P6_TF,P6,BA_M_P6_TN_PS,ND,ND,TER_T_P6_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,30,NON,DOUBLE VITRAGE,BATIMENT SPORTIF,BA,,,4,DALLE BETON SOUS SOL20NON0
SPO_BA_P7_TF,P7,BA_M_P7_TN_PS,ND,ND,TER_T_P7_TN_BAC,ND,FRANCE,ASPHALT,NON,FORT,30,NON,DOUBLE VITRAGE,BATIMENT SPORTIF,BA,,,3,DALLE BETON SOUS SOL20NON0
TER_I_P1_TBO_ARD,P1,PAV_M_P1_TBo-bo,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_BOIS_ARDOISE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TBO_TUI,P1,PAV_M_P1_TBo-bo,ND,ND,HAB_T_P1_TBR_TM,ND,FRANCE_BOIS_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TBR_ARD,P1,IMM_M_P1_TBr_br,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_BRIQUE_ARDOISE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TBR_TUI,P1,IMM_M_P1_TBr_br,ND,ND,HAB_T_P1_TBR_TC,ND,FRANCE_BRIQUE_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TCA_ZIN,P1,PAV_M_P1_TPi_Cal,ND,ND,CHA_T_P1_TZINC,ND,FRANCE_PIERRE_CALCAIRE_ZINC,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TCAL_ARD,P1,PAV_M_P1_TPi_Cal,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_PIERRE_CALCAIRE_ARDOISE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TCAL_TUI,P1,PAV_M_P1_TPi_Cal,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_CALCAIRE_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TER_TUI,P1,IMM_M_P1_TPI,ND,ND,HAB_T_P1_TBR_TR,ND,FRANCE_TERRE_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TF,P1,IMM_M_P1_TPI,ND,ND,HAB_T_P1_TBR_TU,ND,FRANCE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TGAL_TUI,P1,PAV_M_P1_TPi_Gal,ND,ND,HAB_T_P1_TBR_TC,ND,FRANCE_PIERRE_GALET_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TGNE_TUI,P1,PAV_M_P1_TPi_Gne,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_GNEISS_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TGRA_ARD,P1,IMM_M_P1_TPi_Gra,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_PIERRE_GRANITE_ARDOISE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TGRA_TUI,P1,IMM_M_P1_TPi_Gra,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_GRANITE_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TGRE_ARD,P1,PAV_M_P1_TPi_Gre,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_PIERRE_GRES_ARDOISE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TGRE_TUI,P1,PAV_M_P1_TPi_Gre,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_GRES_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TMEU,P1,IMM_M_P1_TPi_Meu,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_MEULIERE_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TSCH_TUI,P1,IMM_M_P1_TPi_Sch,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_SCHISTE_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P1_TVOL_ARD,P1,IMM_M_P1_TPi_Vol,ND,ND,HAB_T_P1_TPI_AR,ND,FRANCE_PIERRE_VOLCANIQUE_ARDOISE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
TER_I_P2_TF,P2,IMM_M_P2_TN_BB,IMM_M_P2_TN_SCO_PRE,ND,HAB_T_P2_TN_GR,ND,FRANCE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,TERTIAIRE,I,,,7,DALLE BETON SOUS SOL20DALLE BETON15
TER_I_P3_TF,P3,IMM_M_P3_TN_REL_BA,IMM_M_P3_TN_SCO_PRE,ND,HAB_T_P3_TN_GR,ND,FRANCE,ASPHALT,NON,MOYEN,25,STORE INTERIEUR,SIMPLE VITRAGE,TERTIAIRE,I,,,6,DALLE BETON SOUS SOL20DALLE BETON15
TER_I_P4_TF,P4,IMM_M_P4_TN_BB,IMM_M_P4_TN_PREF,ND,HAB_T_P4_TN_GR,ND,FRANCE,ASPHALT,NON,MOYEN,40,STORE INTERIEUR,SIMPLE VITRAGE,TERTIAIRE,I,,,5,DALLE BETON SOUS SOL20DALLE BETON15
TER_I_P5_TF,P5,IMM_M_P5_TN_BB,IMM_M_P5_TN_SCO_PRE,ND,HAB_T_P5_TN_GR,ND,FRANCE,ASPHALT,OUI,MOYEN,40,CASQUETTE,DOUBLE VITRAGE,TERTIAIRE,I,,,4,DALLE BETON SOUS SOL20DALLE BETON15
TER_I_P6_TF,P6,IMM_M_P6_TN_TER_MR,IMM_M_P6_TN_BB,ND,TER_T_P6_TN_BAC,HAB_T_P6_TN_GR,FRANCE,ASPHALT,OUI,MOYEN,40,CASQUETTE,DOUBLE VITRAGE,TERTIAIRE,I,,,3,DALLE BETON SOUS SOL20DALLE BETON15
TER_I_P7_TF,P7,IMM_M_P7_TN_TER_MR,IMM_M_P7_TN_TER_PAR,IMM_M_P7_TN_TER_BE,HAB_T_P7_TN,ND,FRANCE,ASPHALT,OUI,MOYEN,40,CASQUETTE,TRIPLE VITRAGE A ISOLATION RENFORCEE,TERTIAIRE,I,,,2,DALLE BETON SOUS SOL20DALLE BETON15
TER_IGH_P4_TF,P4,BGH_M_P4_TN_TER_MR,ND,ND,HAB_T_P4_TN_GR,ND,FRANCE,ASPHALT,NON,FAIBLE,50,STORE INTERIEUR,DOUBLE VITRAGE,TERTIAIRE,IGH,,,5,DALLE BETON SOUS SOL20DALLE BETON15
TER_IGH_P5_TF,P5,BGH_M_P5_TN_TER_MR,ND,ND,HAB_T_P5_TN_GR,ND,FRANCE,ASPHALT,OUI,FAIBLE,60,STORE INTERIEUR,DOUBLE VITRAGE A ISOLATION RENFORCEE,TERTIAIRE,IGH,,,4,DALLE BETON SOUS SOL20DALLE BETON15
TER_IGH_P6_TF,P6,BGH_M_P6_TN_TER_MR,ND,ND,HAB_T_P6_TN_GR,ND,FRANCE,ASPHALT,OUI,FAIBLE,70,STORE INTERIEUR,DOUBLE VITRAGE A ISOLATION RENFORCEE,TERTIAIRE,IGH,,,3,DALLE BETON SOUS SOL20DALLE BETON15
TER_IGH_P7_TF,P7,BGH_M_P7_TN_TER_MR,ND,ND,HAB_T_P7_TN,ND,FRANCE,ASPHALT,OUI,FAIBLE,70,DOUBLE PEAU,TRIPLE VITRAGE A ISOLATION RENFORCEE,TERTIAIRE,IGH,,,2,DALLE BETON SOUS SOL20DALLE BETON15
AGR_BA_P1_TVOL_TUI,P1,PAV_M_P1_TPi_Vol,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_VOLCANIQUE_TUILE,ASPHALT,NON,NON,0,NON,NON,BATIMENT AGRICOLE,BA,,,9,TERRE BATTUE1NON0
CHA_I_P1_TVOL_TUI,P1,IMM_M_P1_TPi_Vol,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_VOLCANIQUE_TUILE,ASPHALT,NON,MOYEN,20,EPAISSEUR MUR,SIMPLE VITRAGE,CHATEAU,I,,,8,VOUTE PIERRE SOUS SOL40BOIS3
HAB_I_P1_TVOL_TUI,P1,IMM_M_P1_TPi_Vol,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_VOLCANIQUE_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
HAB_P_P1_TVOL_TUI,P1,PAV_M_P1_TPi_Vol,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_VOLCANIQUE_TUILE,ASPHALT,NON,TRES FORT,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,HABITAT,P,,,9,REVETEMENT SUR TERRE PLEIN4NON0
TER_I_P1_TVOL_TUI,P1,IMM_M_P1_TPi_Vol,ND,ND,HAB_T_P1_TBR_TP,ND,FRANCE_PIERRE_VOLCANIQUE_TUILE,ASPHALT,NON,MOYEN,17,EPAISSEUR MUR_VOLET,SIMPLE VITRAGE,TERTIAIRE,I,,,8,REVETEMENT SUR TERRE PLEIN4PLANCHER BOIS3
